Title,URL,Description,Details,Journal,Year,Resource,Type,Identifiers,Db,EntrezUID,cDate,First_Author,University,Author_Number,pmid
Mycetoma.,/pubmed/1467883,"Fahal AH, Hassan MA.",Br J Surg. 1992 Nov;79(11):1138-41. Review.,Br J Surg, 1992,PubMed,citation,PMID:1467883,pubmed,1467883,1992/11/01 , Fahal AH,Khartoum,2,1467883
Title,URL,Description,Details,ShortDetails,NA,Resource,Type,Identifiers,Db,EntrezUID,Properties,NA,Khartoum,1,Identifiers
Monensin poisoning in dromedary camels.,/pubmed/1459038,"Mousa HM, Elsheikh HA.",Dtsch Tierarztl Wochenschr. 1992 Nov;99(11):464.,Dtsch Tierarztl Wochenschr, 1992,PubMed,citation,PMID:1459038,pubmed,1459038,1992/11/01 , Mousa HM,Khartoum,2,1459038
Management of hand infection in Khartoum.,/pubmed/1298617,"Ezeldeen K, Fahal AH, Ahmed ME.",East Afr Med J. 1992 Nov;69(11):616-8.,East Afr Med J, 1992,PubMed,citation,PMID:1298617,pubmed,1298617,1992/11/01 , Ezeldeen K,Khartoum,3,1298617
Surgical treatment of chronic fissure-in-ano: a prospective randomised study.,/pubmed/1298616,"Saad AM, Omer A.",East Afr Med J. 1992 Nov;69(11):613-5.,East Afr Med J, 1992,PubMed,citation,PMID:1298616,pubmed,1298616,1992/11/01 , Saad AM,Khartoum,2,1298616
The role of the village midwife in detection of high risk pregnancies and newborns.,/pubmed/1358710,"Ibrahim SA, Omer MI, Amin IK, Babiker AG, Rushwan H.",Int J Gynaecol Obstet. 1992 Oct;39(2):117-22.,Int J Gynaecol Obstet, 1992,PubMed,citation,PMID:1358710,pubmed,1358710,1992/10/01 , Ibrahim SA,Khartoum,5,1358710
Livelihood patterns of displaced households in greater khartoum.,/pubmed/20958748,Hamid GM.,Disasters. 1992 Sep;16(3):230-9. doi: 10.1111/j.1467-7717.1992.tb00401.x.,Disasters, 1992,PubMed,citation,PMID:20958748,pubmed,20958748,1992/09/01 , Hamid GM,Khartoum,1,20958748
Assessment of chloroquine resistance of Plasmodium falciparum in children of Wad Medani (Central Sudan).,/pubmed/1527810,"Ibrahim AM, Ali FR, Ali ME.",J Trop Pediatr. 1992 Aug;38(4):162-6.,J Trop Pediatr, 1992,PubMed,citation,PMID:1527810,pubmed,1527810,1992/08/01 , Ibrahim AM,Khartoum,3,1527810
"Response of brown hisex chicks to low levels of Jatropha curcas, Ricinus communis or their mixture.",/pubmed/1509688,"el Badwi SM, Mousa HM, Adam SE, Hapke HJ.",Vet Hum Toxicol. 1992 Aug;34(4):304-6.,Vet Hum Toxicol, 1992,PubMed,citation,PMID:1509688,pubmed,1509688,1992/08/01 , el Badwi SM,Khartoum,4,1509688
Clinical pattern of childhood type 1 (insulin-dependent) diabetes mellitus in the Sudan.,/pubmed/1644242,"Elamin A, Altahir H, Ismail B, Tuvemo T.",Diabetologia. 1992 Jul;35(7):645-8.,Diabetologia, 1992,PubMed,citation,PMID:1644242,pubmed,1644242,1992/07/01 , Elamin A,Khartoum,4,1644242
Visceral leishmaniasis in a 6-week-old infant: possible congenital transmission.,/pubmed/1641898,"Elamin A, Omer MI.",Trop Doct. 1992 Jul;22(3):133-5. No abstract available.,Trop Doct, 1992,PubMed,citation,PMID:1641898,pubmed,1641898,1992/07/01 , Elamin A,Khartoum,2,1641898
"Prevalence of Toxoplasma gondii antibodies in pastoral camels (Camelus dromedarius) in the Butana plains, mid-Eastern Sudan.",/pubmed/1413449,"Elamin EA, Elias S, Daugschies A, Rommel M.",Vet Parasitol. 1992 Jul;43(3-4):171-5.,Vet Parasitol, 1992,PubMed,citation,PMID:1413449,pubmed,1413449,1992/07/01 , Elamin EA,Khartoum,4,1413449
Effects on chicks of Balanites aegyptiaca kernel saponin given by different routes of administration.,/pubmed/1609491,"Nakhla HB, Mohammed OS, Abu al Futuh IM, Adam SE.",Vet Hum Toxicol. 1992 Jun;34(3):224-6.,Vet Hum Toxicol, 1992,PubMed,citation,PMID:1609491,pubmed,1609491,1992/06/01 , Nakhla HB,Khartoum,4,1609491
Experimental Azadirachta indica toxicosis in chicks.,/pubmed/1609490,"Ibrahim IA, Omer SA, Ibrahim FH, Khalid SA, Adam SE.",Vet Hum Toxicol. 1992 Jun;34(3):221-4.,Vet Hum Toxicol, 1992,PubMed,citation,PMID:1609490,pubmed,1609490,1992/06/01 , Ibrahim IA,Khartoum,5,1609490
Carcinogenic tobacco-specific nitrosamines are present at unusually high levels in the saliva of oral snuff users in Sudan.,/pubmed/1600602,"Idris AM, Nair J, Friesen M, Ohshima H, Brouet I, Faustman EM, Bartsch H.",Carcinogenesis. 1992 Jun;13(6):1001-5.,Carcinogenesis, 1992,PubMed,citation,PMID:1600602,pubmed,1600602,1992/06/01 , Idris AM,Khartoum,7,1600602
Vitamin A deficiency in the Sudan: a call for a surveillance system.,/pubmed/1644048,el Bushra HE.,East Afr Med J. 1992 May;69(5):279-81. Review.,East Afr Med J, 1992,PubMed,citation,PMID:1644048,pubmed,1644048,1992/05/01 , el Bushra HE,Khartoum,1,1644048
Interrelationship between diarrhea and vitamin A deficiency: is vitamin A deficiency a risk factor for diarrhea?,/pubmed/1630858,"el Bushra HE, Ash LR, Coulson AH, Neumann CG.",Pediatr Infect Dis J. 1992 May;11(5):380-4.,Pediatr Infect Dis J, 1992,PubMed,citation,PMID:1630858,pubmed,1630858,1992/05/01 , el Bushra HE,Khartoum,4,1630858
The effects of fascioliasis on the activities of some drug-metabolizing enzymes in desert sheep liver.,/pubmed/1617399,"Elsheikh HA, Ali BH, Homeida AM, Lutfi AA, Hapke HJ.",Br Vet J. 1992 May-Jun;148(3):249-57.,Br Vet J, 1992,PubMed,citation,PMID:1617399,pubmed,1617399,1992/05/01 , Elsheikh HA,Khartoum,5,1617399
Islet-cell antibodies and endogenous insulin secretion in Sudanese diabetic children.,/pubmed/1600856,"Elamin A, Omer MI, Tuvemo T.",Diabetes Res Clin Pract. 1992 May;16(2):91-6.,Diabetes Res Clin Pract, 1992,PubMed,citation,PMID:1600856,pubmed,1600856,1992/05/01 , Elamin A,Khartoum,3,1600856
Oral leishmaniasis associated with kala-azar. A case report.,/pubmed/1325634,"Abbas K, el Toum IA, el Hassan AM.",Oral Surg Oral Med Oral Pathol. 1992 May;73(5):583-4.,Oral Surg Oral Med Oral Pathol, 1992,PubMed,citation,PMID:1325634,pubmed,1325634,1992/05/01 , Abbas K,Khartoum,3,1325634
"Interrelations between growth, weaning and disease experience in Khartoum infants.",/pubmed/1600924,"Harrison GA, Brush G, Zumrawi FY.",Eur J Clin Nutr. 1992 Apr;46(4):273-8.,Eur J Clin Nutr, 1992,PubMed,citation,PMID:1600924,pubmed,1600924,1992/04/01 , Harrison GA,Khartoum,3,1600924
Squamous cell carcinoma of the urinary bladder.,/pubmed/1581807,"Sharfi AR, el Sir S, Beleil O.",Br J Urol. 1992 Apr;69(4):369-71.,Br J Urol, 1992,PubMed,citation,PMID:1581807,pubmed,1581807,1992/04/01 , Sharfi AR,Khartoum,3,1581807
Modulation of the cellular immune response during Plasmodium falciparum infections in sickle cell trait individuals.,/pubmed/1563096,"Abu-Zeid YA, Theander TG, Abdulhadi NH, Hviid L, Saeed BO, Jepsen S, Jensen JB, Bayoumi RA.",Clin Exp Immunol. 1992 Apr;88(1):112-8.,Clin Exp Immunol, 1992,PubMed,citation,PMID:1563096 | PMCID:PMC1554357,pubmed,1563096,1992/04/01 , Abu-Zeid YA,Khartoum,8,1563096 | PMCID:PMC1554357
Toxic effects of low levels of dietary Jatropha curcas seed on Brown Hisex chicks.,/pubmed/1509668,"el Badwi SM, Adam SE.",Vet Hum Toxicol. 1992 Apr;34(2):112-5.,Vet Hum Toxicol, 1992,PubMed,citation,PMID:1509668,pubmed,1509668,1992/04/01 , el Badwi SM,Khartoum,2,1509668
The use of short-term increments in weight to monitor growth in infancy.,/pubmed/1580541,"Zumrawi FY, Min Y, Marshall T.",Ann Hum Biol. 1992 Mar-Apr;19(2):165-75.,Ann Hum Biol, 1992,PubMed,citation,PMID:1580541,pubmed,1580541,1992/03/01 , Zumrawi FY,Khartoum,3,1580541
Identification of Leishmania from mucosal leishmaniasis by recombinant DNA probes.,/pubmed/1440775,"Ghalib HW, Eltoum EA, Kroon CC, el Hassan AM.",Trans R Soc Trop Med Hyg. 1992 Mar-Apr;86(2):158-60.,Trans R Soc Trop Med Hyg, 1992,PubMed,citation,PMID:1440775,pubmed,1440775,1992/03/01 , Ghalib HW,Khartoum,4,1440775
A study of chloroquine and desethylchloroquine plasma levels in patients infected with sensitive and resistant malaria parasites.,/pubmed/1391103,"Karim EA, Ibrahim KE, Hassabalrasoul MA, Saeed BO, Bayoumi RA.",J Pharm Biomed Anal. 1992 Feb-Mar;10(2-3):219-23.,J Pharm Biomed Anal, 1992,PubMed,citation,PMID:1391103,pubmed,1391103,1992/02/01 , Karim EA,Khartoum,5,1391103
"Some comparative aspects of drug metabolism in nubian goats (Capra hircus), desert sheep (Ovis aries) and dromedary camels (Camelus dromedarius).",/pubmed/1354089,"Ali BH, el Sheikh HA.",Comp Biochem Physiol C. 1992 Feb;101(2):189-95. Review. No abstract available.,Comp Biochem Physiol C, 1992,PubMed,citation,PMID:1354089,pubmed,1354089,1992/02/01 , Ali BH,Khartoum,2,1354089
Seasonal changes in cell mediated immune responses to soluble Plasmodium falciparum antigens in children with haemoglobin AA and haemoglobin AS.,/pubmed/1566293,"Abu-Zeid YA, Abdulhadi NH, Theander TG, Hviid L, Saeed BO, Jepsen S, Jensen JB, Bayoumi RA.",Trans R Soc Trop Med Hyg. 1992 Jan-Feb;86(1):20-2.,Trans R Soc Trop Med Hyg, 1992,PubMed,citation,PMID:1566293,pubmed,1566293,1992/01/01 , Abu-Zeid YA,Khartoum,8,1566293
On the toxicology of Azadirachta indica leaves.,/pubmed/1548899,"Ibrahim IA, Khalid SA, Omer SA, Adam SE.",J Ethnopharmacol. 1992 Jan;35(3):267-73.,J Ethnopharmacol, 1992,PubMed,citation,PMID:1548899,pubmed,1548899,1992/01/01 , Ibrahim IA,Khartoum,4,1548899
Poisoning from henna dye and para-phenylenediamine mixtures in children in Khartoum.,/pubmed/1376583,"Sir Hashim M, Hamza YO, Yahia B, Khogali FM, Sulieman GI.",Ann Trop Paediatr. 1992;12(1):3-6.,Ann Trop Paediatr, 1992,PubMed,citation,PMID:1376583,pubmed,1376583,1992/01/01 , Sir Hashim M,Khartoum,5,1376583
"Prevalence of gastro-intestinal nematode infection in the dromedary camel (Camelus dromedarius) in the Butana plains, Sudan.",/pubmed/1339998,"Fadl M, Magzoub M, Bürger HJ.",Rev Elev Med Vet Pays Trop. 1992;45(3-4):291-3.,Rev Elev Med Vet Pays Trop, 1992,PubMed,citation,PMID:1339998,pubmed,1339998,1992/01/01 , Fadl M,Khartoum,3,1339998
Post-operative responses of paranasal Aspergillus granuloma to itraconazole.,/pubmed/1314437,"Gumaa SA, Mahgoub ES, Hay RJ.",Trans R Soc Trop Med Hyg. 1992 Jan-Feb;86(1):93-4.,Trans R Soc Trop Med Hyg, 1992,PubMed,citation,PMID:1314437,pubmed,1314437,1992/01/01 , Gumaa SA,Khartoum,3,1314437
The effect of Trigonella foenum graecum (fenugreek) crude saponins on Hisex-type chicks.,/pubmed/1808831,"Nakhla HB, Mohamed OS, Abu IM, Fatuh AL, Adam SE.",Vet Hum Toxicol. 1991 Dec;33(6):561-4.,Vet Hum Toxicol, 1991,PubMed,citation,PMID:1808831,pubmed,1808831,1991/12/01 , Nakhla HB,Khartoum,5,1808831
Effect on ochratoxin A on Lohmann-type chicks.,/pubmed/1808830,"Ayed IA, Dafalla R, Yagi AI, Adam SE.",Vet Hum Toxicol. 1991 Dec;33(6):557-60.,Vet Hum Toxicol, 1991,PubMed,citation,PMID:1808830,pubmed,1808830,1991/12/01 , Ayed IA,Khartoum,4,1808830
Sinusitis in Sudanese patients: a clinical review.,/pubmed/1800091,Yagi H.,East Afr Med J. 1991 Dec;68(12):944-7.,East Afr Med J, 1991,PubMed,citation,PMID:1800091,pubmed,1800091,1991/12/01 , Yagi H,Khartoum,1,1800091
Health status of the mother: is it an overlooked risk factor for diarrhoeal disease in children?,/pubmed/1801365,"el Bushra HE, Ash LR.",Trans R Soc Trop Med Hyg. 1991 Nov-Dec;85(6):822-3. No abstract available.,Trans R Soc Trop Med Hyg, 1991,PubMed,citation,PMID:1801365,pubmed,1801365,1991/11/01 , el Bushra HE,Khartoum,2,1801365
Oesophageal varices in a region of the Sudan endemic for Schistosoma mansoni.,/pubmed/1958998,"Saad AM, Homeida M, Eltom I, Nash T, Bennett JL, Hassan MA.",Br J Surg. 1991 Oct;78(10):1252-3.,Br J Surg, 1991,PubMed,citation,PMID:1958998,pubmed,1958998,1991/10/01 , Saad AM,Khartoum,6,1958998
Association of the therapeutic activity of praziquantel with the reversal of Symmers' fibrosis induced by Schistosoma mansoni.,/pubmed/1928571,"Homeida MA, el Tom I, Nash T, Bennett JL.",Am J Trop Med Hyg. 1991 Sep;45(3):360-5.,Am J Trop Med Hyg, 1991,PubMed,citation,PMID:1928571,pubmed,1928571,1991/09/01 , Homeida MA,Khartoum,4,1928571
Presentation and management of urethral calculi.,/pubmed/1913068,Sharfi AR.,Br J Urol. 1991 Sep;68(3):271-2.,Br J Urol, 1991,PubMed,citation,PMID:1913068,pubmed,1913068,1991/09/01 , Sharfi AR,Khartoum,1,1913068
Otitis media in Sudanese children: presentation and bacteriology.,/pubmed/1797530,"Hussain MA, Ali EM, Ahmed HS.",East Afr Med J. 1991 Sep;68(9):679-85.,East Afr Med J, 1991,PubMed,citation,PMID:1797530,pubmed,1797530,1991/09/01 , Hussain MA,Khartoum,3,1797530
"Pharmacokinetics of antipyrine and sulphadimidine (sulfamethazine) in camels, sheep and goats.",/pubmed/1744936,"Elsheikh HA, Ali BH, Homeida AM, Hassan T, Hapke HJ.",J Vet Pharmacol Ther. 1991 Sep;14(3):269-75.,J Vet Pharmacol Ther, 1991,PubMed,citation,PMID:1744936,pubmed,1744936,1991/09/01 , Elsheikh HA,Khartoum,5,1744936
Lymphoproliferative responses to Plasmodium falciparum antigens in children with and without the sickle cell trait.,/pubmed/1866602,"Abu-Zeid YA, Abdulhadi NH, Hviid L, Theander TG, Saeed BO, Jepsen S, Jensen JB, Bayoumi RA.",Scand J Immunol. 1991 Aug;34(2):237-42.,Scand J Immunol, 1991,PubMed,citation,PMID:1866602,pubmed,1866602,1991/08/01 , Abu-Zeid YA,Khartoum,8,1866602
An oral practical examination in emergency clinical surgery.,/pubmed/1890959,Saad AM.,Med Educ. 1991 Jul;25(4):300-2.,Med Educ, 1991,PubMed,citation,PMID:1890959,pubmed,1890959,1991/07/01 , Saad AM,Khartoum,1,1890959
An unusual foreign body in the oesophagus.,/pubmed/1811908,Yagi H.,Cent Afr J Med. 1991 Jul;37(7):222-4.,Cent Afr J Med, 1991,PubMed,citation,PMID:1811908,pubmed,1811908,1991/07/01 , Yagi H,Khartoum,1,1811908
Post-kala-azar anterior uveitis: demonstration of Leishmania parasites in the lesion.,/pubmed/1755051,"el-Hassan AM, el-Sheikh EA, Eltoum IA, Ghalib HW, Ali MS, Zijlstra E, Satti MM.",Trans R Soc Trop Med Hyg. 1991 Jul-Aug;85(4):471-3. No abstract available.,Trans R Soc Trop Med Hyg, 1991,PubMed,citation,PMID:1755051,pubmed,1755051,1991/07/01 , el-Hassan AM,Khartoum,7,1755051
Acute gluteal abscess following intramuscular chloroquine injection: a clinical and experimental study.,/pubmed/2051527,"elZaki K, Ahmed ME, elHassan AM, Yousif MA, Fahal AH.",J Trop Med Hyg. 1991 Jun;94(3):206-9.,J Trop Med Hyg, 1991,PubMed,citation,PMID:2051527,pubmed,2051527,1991/06/01 , elZaki K,Khartoum,5,2051527
Unusually high levels of carcinogenic tobacco-specific nitrosamines in Sudan snuff (toombak).,/pubmed/2044192,"Idris AM, Nair J, Ohshima H, Friesen M, Brouet I, Faustman EM, Bartsch H.",Carcinogenesis. 1991 Jun;12(6):1115-8.,Carcinogenesis, 1991,PubMed,citation,PMID:2044192,pubmed,2044192,1991/06/01 , Idris AM,Khartoum,7,2044192
Effects of the relative importance of different factors and their degree of interactions on child growth.,/pubmed/1861284,Zumrawi FY.,J Trop Pediatr. 1991 Jun;37(3):131-5.,J Trop Pediatr, 1991,PubMed,citation,PMID:1861284,pubmed,1861284,1991/06/01 , Zumrawi FY,Khartoum,1,1861284
Acute poisoning from hair dye.,/pubmed/1752218,"Yagi H, el Hind AM, Khalil SI.",East Afr Med J. 1991 Jun;68(6):404-11.,East Afr Med J, 1991,PubMed,citation,PMID:1752218,pubmed,1752218,1991/06/01 , Yagi H,Khartoum,3,1752218
"Diabetes insipidus, diabetes mellitus, optic atrophy and deafness (DIDMOAD syndrome). A clinical study in two Sudanese families.",/pubmed/1872184,"Salih MA, Tuvemo T.",Acta Paediatr Scand. 1991 May;80(5):567-72.,Acta Paediatr Scand, 1991,PubMed,citation,PMID:1872184,pubmed,1872184,1991/05/01 , Salih MA,Khartoum,2,1872184
Promyelocytic leukaemoid reaction: an atypical presentation of mycobacterial infection.,/pubmed/2042448,Ahmed MA.,Acta Haematol. 1991;85(3):143-5.,Acta Haematol, 1991,PubMed,citation,PMID:2042448,pubmed,2042448,1991/01/01 , Ahmed MA,Khartoum,1,2042448
Title,URL,Description,Details,ShortDetails,NA,Resource,Type,Identifiers,Db,EntrezUID,Properties,NA,Khartoum,1,Identifiers
Features of non-insulin-dependent diabetes mellitus (NIDDM) in the Sudan.,/pubmed/2019236,"Elmahdi EM, Kaballo AM, Mukhtar EA.",Diabetes Res Clin Pract. 1991 Jan;11(1):59-63.,Diabetes Res Clin Pract, 1991,PubMed,citation,PMID:2019236,pubmed,2019236,1991/01/01 , Elmahdi EM,Khartoum,3,2019236
Long term sequelae of childhood acute bacterial meningitis in a developing country. A study from the Sudan.,/pubmed/1853165,"Salih MA, Khaleefa OH, Bushara M, Taha ZB, Musa ZA, Kamil I, Hofvander Y, Olcén P.",Scand J Infect Dis. 1991;23(2):175-82.,Scand J Infect Dis, 1991,PubMed,citation,PMID:1853165,pubmed,1853165,1991/01/01 , Salih MA,Khartoum,8,1853165
The clinical presentation of hypertension in Sudan.,/pubmed/1842542,Ahmed ME.,Ethn Dis. 1991 Summer;1(3):288-91.,Ethn Dis, 1991,PubMed,citation,PMID:1842542,pubmed,1842542,1991/01/01 , Ahmed ME,Khartoum,1,1842542
"Characterization of glucose-6-phosphate dehydrogenase variants in the Sudan--including GdKhartoum, a hyperactive slow variant.",/pubmed/1828777,"Saha N, Samuel AP.",Hum Hered. 1991;41(1):17-21.,Hum Hered, 1991,PubMed,citation,PMID:1828777,pubmed,1828777,1991/01/01 , Saha N,Khartoum,2,1828777
First report of infectious necrotic hepatitis (black disease) among Nubian goats in Sudan.,/pubmed/1824134,"Hamid ME, Mohamed GE, Abu Samra MT, Hamad AA.",Rev Elev Med Vet Pays Trop. 1991;44(3):273-5.,Rev Elev Med Vet Pays Trop, 1991,PubMed,citation,PMID:1824134,pubmed,1824134,1991/01/01 , Hamid ME,Khartoum,4,1824134
Goitre and deaf-mutism.,/pubmed/1810081,Elamin A.,Ups J Med Sci. 1991;96(3):213-8.,Ups J Med Sci, 1991,PubMed,citation,PMID:1810081,pubmed,1810081,1991/01/01 , Elamin A,Khartoum,1,1810081
Susceptibility to homologous reinfection with Fasciola gigantica in goats.,/pubmed/1775694,"Goraish IA, Abdelsalam EB, Tartour G.",Rev Elev Med Vet Pays Trop. 1991;44(1):69-73.,Rev Elev Med Vet Pays Trop, 1991,PubMed,citation,PMID:1775694,pubmed,1775694,1991/01/01 , Goraish IA,Khartoum,3,1775694
The use of plasma fructosamine in the assessment of diabetic control.,/pubmed/1750129,"Saeed BO, elWali NM, Atabani GS, Elmahdi EM, Mukhtar E.",Trop Geogr Med. 1991 Jan-Apr;43(1-2):51-4.,Trop Geogr Med, 1991,PubMed,citation,PMID:1750129,pubmed,1750129,1991/01/01 , Saeed BO,Khartoum,5,1750129
"Cutis laxa, growth retardation and hip dislocation in a Sudanese child.",/pubmed/1721795,"Karrar ZA, Mabrouk AA.",Ann Trop Paediatr. 1991;11(4):367-70.,Ann Trop Paediatr, 1991,PubMed,citation,PMID:1721795,pubmed,1721795,1991/01/01 , Karrar ZA,Khartoum,2,1721795
"Activities of glutathione-S-transferase and ethoxycoumarin-O-deethylase in tissues of camels, sheep, goats and rats.",/pubmed/1676944,"el Sheikh HA, Ali BH, Homeida AM, Hapke HJ.",Comp Biochem Physiol C. 1991;98(2-3):293-7.,Comp Biochem Physiol C, 1991,PubMed,citation,PMID:1676944,pubmed,1676944,1991/01/01 , el Sheikh HA,Khartoum,4,1676944
Plasma chloroquine measurement in the evaluation of Plasmodium falciparum sensitivity.,/pubmed/2270003,"Saeed BO, Hassabalrasoul MA, Ibrahim KE, Abdel-Karim EI, Salih SA, Hassan IM, Khider S, Bayoumi RA.",J Trop Med Hyg. 1990 Dec;93(6):393-6.,J Trop Med Hyg, 1990,PubMed,citation,PMID:2270003,pubmed,2270003,1990/12/01 , Saeed BO,Khartoum,8,2270003
Blood pressure in a multiracial urban Sudanese community.,/pubmed/2096202,Ahmed ME.,J Hum Hypertens. 1990 Dec;4(6):621-4.,J Hum Hypertens, 1990,PubMed,citation,PMID:2096202,pubmed,2096202,1990/12/01 , Ahmed ME,Khartoum,1,2096202
Serum trypsin in hepatosplenic schistosomiasis in the Sudan.,/pubmed/2075392,"Fedail SS, elMasri SH, Harvey RF.",Trop Med Parasitol. 1990 Dec;41(4):441-2.,Trop Med Parasitol, 1990,PubMed,citation,PMID:2075392,pubmed,2075392,1990/12/01 , Fedail SS,Khartoum,3,2075392
Magnesium and insulin-dependent diabetes mellitus.,/pubmed/2073866,"Elamin A, Tuvemo T.",Diabetes Res Clin Pract. 1990 Nov-Dec;10(3):203-9. Review.,Diabetes Res Clin Pract, 1990,PubMed,citation,PMID:2073866,pubmed,2073866,1990/11/01 , Elamin A,Khartoum,2,2073866
The effects of temik and sumicidin and their mixture on Nubian goats.,/pubmed/1978432,"Mohamed OS, Adam SE.",Vet Hum Toxicol. 1990 Oct;32(5):464-7.,Vet Hum Toxicol, 1990,PubMed,citation,PMID:1978432,pubmed,1978432,1990/10/01 , Mohamed OS,Khartoum,2,1978432
[Oral health in Sudan--a challenge to Norwegian dentistry?].,/pubmed/2247363,"Abu Affan A, Bjorvatn K.",Nor Tannlaegeforen Tid. 1990 Sep;100(14):562-6. Norwegian.,Nor Tannlaegeforen Tid, 1990,PubMed,citation,PMID:2247363,pubmed,2247363,1990/09/01 , Abu Affan A,Khartoum,2,2247363
Malocclusion in 12-year-old Sudanese children.,/pubmed/2075148,"Abu Affan AH, Wisth PJ, Boe OE.",Odontostomatol Trop. 1990 Sep;13(3):87-93.,Odontostomatol Trop, 1990,PubMed,citation,PMID:2075148,pubmed,2075148,1990/09/01 , Abu Affan AH,Khartoum,3,2075148
Cell-mediated immune responses to Plasmodium falciparum purified soluble antigens in sickle-cell trait subjects.,/pubmed/2283154,"Bayoumi RA, Abu-Zeid YA, Abdulhadi NH, Saeed BO, Theander TG, Hviid L, Ghalib HW, Nugud AH, Jepsen S, Jensen JB.",Immunol Lett. 1990 Aug;25(1-3):243-9.,Immunol Lett, 1990,PubMed,citation,PMID:2283154,pubmed,2283154,1990/08/01 , Bayoumi RA,Khartoum,10,2283154
Characterization of epidemic and nonepidemic Neisseria meningitidis serogroup A strains from Sudan and Sweden.,/pubmed/1975593,"Salih MA, Danielsson D, Bäckman A, Caugant DA, Achtman M, Olcén P.",J Clin Microbiol. 1990 Aug;28(8):1711-9.,J Clin Microbiol, 1990,PubMed,citation,PMID:1975593 | PMCID:PMC268034,pubmed,1975593,1990/08/01 , Salih MA,Khartoum,6,1975593 | PMCID:PMC268034
Pharmacokinetics of niclofolan in desert sheep.,/pubmed/2384912,"Ali BH, el Sheikh HA, McKellar QA.",J Vet Pharmacol Ther. 1990 Jun;13(2):217-9. No abstract available.,J Vet Pharmacol Ther, 1990,PubMed,citation,PMID:2384912,pubmed,2384912,1990/06/01 , Ali BH,Khartoum,3,2384912
Hypertensives who cannot get proper antihypertensive treatment.,/pubmed/2362254,"Elbagir M, Ahmed K.",J Hum Hypertens. 1990 Jun;4(3):215-6.,J Hum Hypertens, 1990,PubMed,citation,PMID:2362254,pubmed,2362254,1990/06/01 , Elbagir M,Khartoum,2,2362254
Effect of 75 g oral glucose on fructosamine and glycated haemoglobin concentrations.,/pubmed/2382962,"Atabani GS, al-Wali NM, Saeed BO, al-Mahdi AM.",Ann Clin Biochem. 1990 May;27 ( Pt 3):270-1. No abstract available.,Ann Clin Biochem, 1990,PubMed,citation,PMID:2382962,pubmed,2382962,1990/05/01 , Atabani GS,Khartoum,4,2382962
Effects of oxytocin and an oxytocin antagonist on testosterone secretion during the oestrous cycle of the goat (Capra hircus).,/pubmed/2374128,"Homeida AM, Khalafalla AE.",J Reprod Fertil. 1990 May;89(1):347-50.,J Reprod Fertil, 1990,PubMed,citation,PMID:2374128,pubmed,2374128,1990/05/01 , Homeida AM,Khartoum,2,2374128
Hypoglycaemia in pregnant women with malaria.,/pubmed/2260165,"Saeed BO, Atabani GS, Nawwaf A, Nasr AM, Abdulhadi NH, Abu-Zeid YA, Alrasoul MA, Bayoumi RA.",Trans R Soc Trop Med Hyg. 1990 May-Jun;84(3):349-50. No abstract available.,Trans R Soc Trop Med Hyg, 1990,PubMed,citation,PMID:2260165,pubmed,2260165,1990/05/01 , Saeed BO,Khartoum,8,2260165
Pharmacokinetics of praziquantel in healthy volunteers and patients with schistosomiasis.,/pubmed/2124391,"Mandour ME, el Turabi H, Homeida MM, el Sadig T, Ali HM, Bennett JL, Leahey WJ, Harron DW.",Trans R Soc Trop Med Hyg. 1990 May-Jun;84(3):389-93.,Trans R Soc Trop Med Hyg, 1990,PubMed,citation,PMID:2124391,pubmed,2124391,1990/05/01 , Mandour ME,Khartoum,8,2124391
Visceral leishmaniasis in Sudan. Clinical features.,/pubmed/2260205,"Siddig M, Ghalib H, Shillington DC, Petersen EA, Khidir S.",Trop Geogr Med. 1990 Apr;42(2):107-12.,Trop Geogr Med, 1990,PubMed,citation,PMID:2260205,pubmed,2260205,1990/04/01 , Siddig M,Khartoum,5,2260205
Evaluation of chlamydial tests in early trachoma.,/pubmed/2180443,"Elbagir A, Mårdh PA.",APMIS. 1990 Mar;98(3):276-80.,APMIS, 1990,PubMed,citation,PMID:2180443,pubmed,2180443,1990/03/01 , Elbagir A,Khartoum,2,2180443
The combined effect of dursban and Reldan on nubian goats.,/pubmed/1689085,"Mohamed OS, Adam SE, el Dirdira NI.",Vet Hum Toxicol. 1990 Feb;32(1):47-8.,Vet Hum Toxicol, 1990,PubMed,citation,PMID:1689085,pubmed,1689085,1990/02/01 , Mohamed OS,Khartoum,3,1689085
Chemical composition and quality attributes of goat meat and lamb.,/pubmed/22055658,"Babiker SA, El Khider IA, Shafie SA.",Meat Sci. 1990;28(4):273-7. doi: 10.1016/0309-1740(90)90041-4.,Meat Sci, 1990,PubMed,citation,PMID:22055658,pubmed,22055658,1990/01/01 , Babiker SA,Khartoum,3,22055658
Some microbiological assays of ground beef blended with hydrogenated soybean oil.,/pubmed/22055578,"Tibin IM, Melton CC.",Meat Sci. 1990;28(3):245-9. doi: 10.1016/0309-1740(90)90008-T.,Meat Sci, 1990,PubMed,citation,PMID:22055578,pubmed,22055578,1990/01/01 , Tibin IM,Khartoum,2,22055578
